sales_date,product_id,product_category,sales_quantity,unit_price,region,customer_id
2023-03-06,1035,Books,6,915.39,East,10129
2023-04-19,1028,Clothing,1,840.52,North,10467
2023-12-12,1022,Furniture,6,328.0,South,10487
2023-06-03,1017,Clothing,5,88.54,South,10154
2023-06-07,1024,Toys,3,790.62,South,10386
2023-04-22,1046,Electronics,9,952.96,South,10407
2023-05-09,1014,Clothing,1,439.39,South,10403
2023-04-13,1016,Toys,4,981.46,West,10260
2023-05-12,1032,Furniture,3,203.93,North,10071
2023-11-06,1046,Electronics,1,596.49,North,10356
2023-04-28,1029,Books,4,770.47,South,10408
2023-01-21,1043,Clothing,5,406.48,East,10158
2023-04-02,1045,Clothing,3,575.3,East,10215
2023-12-19,1019,Furniture,7,943.42,North,10399
2023-02-13,1005,Electronics,7,464.25,North,10268
2023-03-10,1026,Furniture,10,294.44,South,10277
2023-04-05,1002,Books,8,460.29,North,10235
2023-01-03,1033,Clothing,7,357.35,North,10318
2023-01-13,1015,Clothing,10,584.59,West,10422
2023-05-23,1039,Books,5,318.76,East,10008
2023-10-28,1040,Toys,10,342.38,West,10246
2023-01-05,1031,Furniture,8,442.44,North,10147
2023-12-01,1022,Books,4,443.08,West,10459
2023-04-05,1022,Clothing,7,289.3,East,10466
2023-02-11,1016,Books,4,421.37,North,10449
2023-06-13,1015,Electronics,10,24.89,South,10120
2023-07-13,1005,Toys,3,989.69,North,10067
2023-03-03,1019,Furniture,7,471.71,North,10147
2023-08-11,1015,Toys,6,776.01,North,10091
2023-11-24,1021,Electronics,10,792.77,North,10144
2023-07-11,1019,Electronics,5,645.65,West,10275
2023-07-01,1022,Furniture,2,83.03,North,10088
2023-12-05,1014,Electronics,2,128.28,North,10202
2023-11-10,1050,Furniture,2,401.78,East,10079
2023-07-13,1008,Clothing,8,900.34,North,10189
2023-09-25,1044,Books,9,830.35,South,10233
2023-07-11,1002,Clothing,10,266.02,East,10111
2023-05-04,1010,Toys,10,532.07,North,10123
2023-06-18,1038,Furniture,3,900.68,North,10039
2023-10-06,1046,Toys,1,973.62,North,10275
2023-11-06,1023,Electronics,6,532.12,East,10027
2023-01-04,1026,Books,2,433.78,West,10157
2023-12-25,1025,Toys,1,259.93,South,10393
2023-08-26,1040,Toys,9,267.73,South,10044
2023-04-30,1019,Electronics,5,944.26,West,10165
2023-02-19,1047,Clothing,8,731.5,West,10212
2023-07-15,1021,Toys,3,293.34,North,10266
2023-11-18,1004,Toys,1,500.01,West,10480
2023-04-14,1026,Books,1,599.39,South,10494
2023-06-10,1001,Toys,9,513.22,North,10362
2023-11-16,1017,Books,8,535.12,North,10417
2023-07-09,1034,Toys,5,480.31,South,10275
2023-09-17,1026,Electronics,8,32.84,North,10211
2023-11-19,1021,Books,3,429.19,North,10395
2023-10-10,1039,Toys,1,466.66,South,10271
2023-11-11,1003,Toys,3,261.93,East,10011
2023-11-10,1017,Electronics,1,743.62,West,10129
2023-01-17,1014,Electronics,10,816.86,North,10044
2023-11-29,1037,Toys,7,63.57,East,10346
2023-05-21,1013,Electronics,1,820.98,South,10425
2023-04-06,1021,Electronics,8,252.92,South,10347
2023-04-04,1025,Toys,7,94.18,West,10112
2023-11-17,1043,Books,6,626.26,West,10378
2023-03-31,1024,Clothing,4,28.25,South,10333
2023-05-19,1010,Electronics,8,144.8,North,10484
2023-10-21,1010,Books,3,248.03,North,10321
2023-03-06,1043,Clothing,3,230.86,East,10256
2023-07-05,1003,Furniture,2,581.44,West,10437
2023-12-12,1050,Toys,2,193.61,West,10182
2023-08-12,1031,Clothing,9,373.47,South,10222
2023-04-20,1032,Furniture,6,615.31,East,10188
2023-01-08,1014,Clothing,1,724.38,South,10183
2023-03-03,1034,Toys,8,318.42,West,10372
2023-06-29,1013,Furniture,8,196.6,South,10307
2023-05-14,1032,Furniture,7,944.62,West,10001
2023-07-06,1019,Electronics,2,955.94,North,10295
2023-02-03,1005,Furniture,6,521.0,South,10380
2023-03-09,1018,Electronics,7,657.4,West,10025
2023-05-28,1039,Electronics,6,196.42,East,10004
2023-04-30,1009,Clothing,5,788.73,East,10246
2023-09-12,1017,Books,6,571.55,South,10218
2023-05-30,1039,Furniture,7,699.69,South,10256
2023-12-26,1044,Furniture,6,291.19,East,10066
2023-01-31,1035,Electronics,4,366.64,West,10225
2023-06-23,1048,Toys,3,238.86,East,10225
2023-10-28,1042,Electronics,3,196.55,South,10469
2023-07-20,1002,Furniture,7,304.22,West,10180
2023-06-14,1025,Electronics,1,277.21,North,10281
2023-06-15,1009,Furniture,9,597.07,South,10285
2023-06-30,1031,Books,6,956.02,North,10157
2023-12-07,1024,Clothing,8,980.79,East,10350
2023-06-23,1030,Furniture,10,895.6,West,10008
2023-03-13,1006,Furniture,5,986.02,East,10241
2023-12-07,1005,Furniture,7,288.31,South,10148
2023-12-04,1021,Toys,1,151.56,South,10193
2023-10-05,1012,Clothing,7,243.85,East,10183
2023-11-03,1046,Toys,10,415.96,North,10242
2023-12-11,1002,Furniture,7,854.48,South,10200
2023-05-20,1016,Electronics,4,596.58,West,10373
2023-12-29,1001,Clothing,1,604.09,East,10420
2023-11-03,1003,Electronics,9,219.96,North,10023
2023-07-04,1031,Clothing,2,19.57,North,10034
2023-02-07,1019,Toys,7,91.43,North,10117
2023-04-07,1048,Toys,10,869.11,North,10365
2023-05-16,1015,Clothing,6,254.72,West,10440
2023-02-01,1006,Clothing,2,134.74,North,10072
2023-12-28,1033,Clothing,2,516.79,West,10402
2023-10-22,1028,Electronics,6,351.18,South,10108
2023-06-09,1009,Clothing,6,309.89,North,10341
2023-08-23,1021,Electronics,3,69.54,North,10006
2023-02-08,1012,Electronics,5,883.88,East,10188
2023-06-18,1042,Furniture,1,17.68,East,10169
2023-05-13,1032,Books,7,619.74,South,10065
2023-09-25,1009,Electronics,9,831.25,North,10270
2023-07-13,1046,Clothing,10,733.74,West,10107
2023-06-08,1033,Books,1,426.69,South,10234
2023-11-15,1026,Electronics,9,916.32,South,10110
2023-10-05,1044,Toys,6,72.46,South,10370
2023-03-05,1031,Electronics,8,928.92,West,10099
2023-12-04,1021,Toys,8,96.77,North,10001
2023-12-02,1049,Clothing,1,257.65,South,10434
2023-04-14,1022,Electronics,3,509.71,West,10365
2023-06-09,1041,Clothing,1,827.88,West,10244
2023-06-07,1028,Books,4,528.1,South,10206
2023-05-10,1028,Books,1,586.18,South,10388
2023-05-02,1035,Furniture,1,608.04,East,10337
2023-01-02,1047,Toys,10,293.76,East,10074
2023-12-16,1015,Books,6,329.37,North,10405
2023-06-19,1044,Toys,10,633.64,South,10255
2023-12-18,1001,Toys,2,427.53,North,10044
2023-10-17,1013,Electronics,6,985.89,South,10295
2023-09-09,1020,Clothing,1,696.0,East,10313
2023-01-04,1046,Clothing,8,820.3,East,10295
2023-02-14,1034,Toys,9,289.49,West,10320
2023-08-31,1006,Books,6,813.83,South,10394
2023-08-05,1013,Furniture,10,585.31,West,10202
2023-08-18,1019,Furniture,5,597.16,South,10127
2023-03-09,1011,Books,5,788.47,North,10303
2023-03-14,1032,Clothing,3,422.17,South,10290
2023-05-07,1007,Toys,2,537.2,South,10136
2023-07-07,1032,Clothing,3,668.92,North,10163
2023-01-01,1043,Books,2,901.08,East,10148
2023-04-24,1033,Toys,9,512.42,South,10151
2023-01-22,1042,Clothing,3,916.87,East,10318
2023-01-23,1009,Electronics,3,993.82,East,10462
2023-05-15,1038,Electronics,1,229.51,North,10424
2023-11-03,1010,Furniture,6,587.12,South,10429
2023-03-05,1030,Furniture,9,616.27,North,10057
2023-04-15,1011,Clothing,10,675.55,North,10008
2023-03-13,1030,Clothing,9,506.56,West,10062
2023-06-21,1043,Toys,7,691.11,North,10007
2023-08-02,1001,Books,3,445.44,East,10216
2023-07-04,1034,Books,5,625.45,North,10472
2023-02-24,1011,Clothing,10,836.97,East,10244
2023-11-02,1019,Books,5,665.1,North,10382
2023-05-13,1050,Toys,10,728.05,West,10346
2023-09-10,1047,Electronics,6,263.56,West,10015
2023-04-01,1024,Furniture,10,671.84,West,10053
2023-11-21,1045,Furniture,2,59.55,South,10448
2023-03-19,1046,Books,2,887.88,North,10319
2023-06-02,1042,Furniture,6,295.94,South,10004
2023-10-24,1028,Books,7,854.55,West,10288
2023-12-21,1023,Furniture,3,372.21,East,10469
2023-10-20,1033,Books,2,546.67,West,10354
2023-01-03,1011,Electronics,5,626.48,North,10380
2023-11-28,1021,Clothing,7,486.07,East,10077
2023-12-22,1002,Toys,2,509.17,East,10195
2023-08-13,1020,Clothing,1,874.58,North,10086
2023-12-29,1035,Toys,8,314.11,South,10053
2023-11-27,1042,Books,1,948.32,East,10126
2023-02-05,1001,Toys,1,391.22,East,10276
2023-09-28,1025,Books,2,443.35,West,10483
2023-07-03,1010,Books,10,918.85,North,10388
2023-11-26,1030,Toys,5,621.57,South,10405
2023-03-19,1033,Books,8,125.78,West,10004
2023-06-22,1023,Clothing,2,766.67,North,10099
2023-06-27,1002,Clothing,7,166.73,North,10224
2023-11-14,1036,Electronics,10,985.97,East,10144
2023-10-13,1001,Toys,5,41.0,North,10156
2023-07-12,1026,Electronics,7,826.59,West,10278
2023-10-02,1008,Books,5,472.84,North,10482
2023-06-05,1041,Clothing,4,782.1,North,10176
2023-02-08,1004,Toys,9,419.38,North,10497
2023-12-04,1010,Books,7,783.75,East,10101
2023-10-25,1029,Toys,1,214.96,East,10123
2023-08-27,1008,Electronics,1,92.46,South,10498
2023-06-19,1015,Electronics,5,835.37,South,10053
2023-10-14,1026,Books,2,335.22,East,10104
2023-10-12,1042,Toys,2,225.41,North,10471
2023-04-06,1012,Books,1,103.29,West,10035
2023-02-18,1038,Furniture,8,37.18,South,10010
2023-09-05,1021,Furniture,7,626.5,North,10476
2023-01-07,1035,Toys,8,503.91,West,10028
2023-06-09,1036,Toys,2,31.52,South,10143
2023-10-20,1047,Books,3,539.88,North,10406
2023-02-20,1029,Electronics,7,425.95,South,10262
2023-08-19,1046,Furniture,10,364.55,South,10253
2023-03-14,1015,Clothing,9,222.67,North,10120
2023-12-23,1050,Furniture,2,272.14,North,10024
2023-02-27,1017,Electronics,1,29.61,West,10345
2023-02-14,1040,Clothing,3,154.09,South,10421
2023-10-11,1025,Toys,2,397.5,East,10388
2023-05-18,1040,Toys,8,385.94,West,10097
2023-05-09,1049,Clothing,4,580.87,East,10059
2023-12-14,1024,Toys,2,965.91,South,10388
2023-04-05,1034,Clothing,10,688.64,North,10492
2023-09-29,1015,Books,4,826.69,North,10391
2023-04-30,1010,Clothing,7,902.11,South,10055
2023-06-09,1003,Furniture,2,128.99,South,10018
2023-11-29,1012,Electronics,10,844.91,East,10127
2023-07-21,1020,Books,4,766.16,West,10133
2023-11-03,1011,Toys,3,745.58,North,10339
2023-06-16,1036,Electronics,10,109.65,West,10084
2023-08-16,1018,Electronics,9,860.32,West,10253
2023-09-12,1033,Electronics,5,102.16,North,10370
2023-05-26,1007,Electronics,7,161.47,East,10336
2023-01-11,1049,Toys,4,215.85,East,10415
2023-06-25,1008,Books,6,593.5,North,10268
2023-01-18,1035,Toys,9,582.41,East,10246
2023-09-01,1009,Books,3,353.12,East,10302
2023-06-11,1007,Clothing,8,185.25,East,10436
2023-04-12,1031,Clothing,10,954.13,West,10087
2023-04-19,1016,Electronics,6,943.4,South,10437
2023-12-02,1036,Electronics,6,809.54,South,10447
2023-01-21,1032,Toys,1,709.78,North,10472
2023-08-10,1004,Books,7,807.63,East,10290
2023-08-01,1032,Toys,2,170.6,North,10400
2023-03-18,1010,Toys,2,992.95,West,10170
2023-06-12,1031,Books,6,204.48,West,10161
2023-11-21,1031,Toys,5,373.54,East,10439
2023-07-02,1003,Clothing,3,478.59,East,10188
2023-07-17,1009,Books,2,363.98,West,10165
2023-05-21,1016,Toys,2,395.6,North,10073
2023-09-23,1015,Furniture,8,646.66,East,10148
2023-10-31,1049,Electronics,9,720.97,North,10136
2023-11-13,1043,Clothing,2,574.08,West,10376
2023-06-17,1034,Furniture,4,582.55,North,10359
2023-10-25,1024,Furniture,10,834.08,North,10247
2023-07-03,1028,Electronics,6,154.19,East,10461
2023-08-10,1027,Books,9,799.51,South,10397
2023-01-23,1010,Toys,7,834.11,East,10382
2023-09-04,1049,Books,7,489.0,East,10226
2023-03-29,1033,Furniture,5,197.27,East,10298
2023-09-08,1015,Furniture,3,160.74,East,10092
2023-07-05,1010,Clothing,8,789.03,East,10020
2023-02-21,1029,Electronics,7,959.94,East,10351
2023-03-29,1029,Toys,10,868.1,South,10434
2023-10-01,1021,Books,1,631.87,West,10357
2023-02-14,1050,Furniture,5,387.74,West,10171
2023-08-24,1026,Toys,3,267.69,West,10182
2023-09-28,1040,Toys,5,489.8,North,10393
2023-02-08,1049,Clothing,5,377.95,North,10313
2023-08-14,1011,Electronics,10,115.34,South,10156
2023-10-27,1039,Furniture,10,507.56,South,10275
2023-10-24,1020,Toys,7,829.85,North,10383
2023-01-23,1048,Electronics,4,567.49,South,10207
2023-12-10,1009,Furniture,8,981.41,North,10247
2023-12-11,1040,Books,6,865.82,East,10324
2023-08-12,1030,Books,7,794.94,North,10376
2023-05-09,1022,Furniture,4,125.38,East,10293
2023-05-22,1002,Furniture,9,14.21,South,10351
2023-07-12,1048,Furniture,6,966.73,East,10397
2023-01-25,1040,Electronics,5,334.49,West,10054
2023-10-14,1006,Clothing,1,540.9,North,10106
2023-02-19,1018,Furniture,7,126.59,North,10455
2023-07-19,1046,Electronics,10,627.73,South,10290
2023-05-27,1013,Books,8,718.09,West,10250
2023-08-28,1047,Electronics,7,589.33,North,10213
2023-03-30,1003,Toys,5,969.36,North,10021
2023-08-18,1026,Furniture,4,294.21,South,10163
2023-06-11,1048,Books,1,481.43,North,10187
2023-04-10,1043,Clothing,3,374.76,West,10380
2023-05-23,1025,Furniture,4,919.95,East,10324
2023-02-16,1007,Toys,5,779.65,North,10229
2023-11-21,1002,Toys,6,157.87,East,10191
2023-04-08,1025,Books,4,359.84,East,10398
2023-03-17,1031,Clothing,5,404.88,West,10391
2023-04-21,1040,Books,1,399.95,North,10240
2023-01-03,1040,Toys,1,258.54,South,10397
2023-05-30,1010,Clothing,2,594.54,South,10450
2023-03-11,1022,Clothing,2,603.79,South,10321
2023-03-01,1004,Books,3,505.41,West,10372
2023-10-17,1039,Toys,3,956.78,South,10336
2023-05-23,1044,Electronics,5,399.63,East,10413
2023-01-12,1039,Furniture,10,958.72,East,10156
2023-01-18,1044,Electronics,8,631.56,East,10090
2023-02-09,1024,Clothing,7,609.46,West,10357
2023-12-06,1049,Furniture,2,327.35,South,10398
2023-11-14,1014,Books,7,349.61,South,10450
2023-09-08,1020,Toys,10,451.74,North,10351
2023-08-31,1010,Clothing,10,711.78,North,10286
2023-02-04,1016,Electronics,1,142.32,North,10447
2023-05-14,1010,Toys,4,73.85,East,10188
2023-03-13,1037,Electronics,6,672.6,South,10464
2023-03-03,1040,Toys,6,51.38,North,10202
2023-08-13,1028,Electronics,10,118.58,West,10266
2023-12-29,1018,Books,1,159.88,North,10072
2023-01-22,1037,Furniture,7,572.46,East,10198
2023-03-25,1007,Electronics,3,227.32,North,10101
2023-09-27,1043,Books,1,592.36,East,10112
2023-01-15,1021,Clothing,3,791.93,North,10499
2023-05-17,1012,Electronics,8,154.64,East,10071
2023-02-19,1028,Toys,7,278.55,South,10007
2023-03-31,1009,Books,2,835.25,West,10204
2023-05-22,1021,Toys,7,592.39,North,10301
2023-09-17,1036,Clothing,6,918.36,East,10083
2023-01-03,1028,Toys,8,917.72,South,10350
2023-09-11,1019,Clothing,6,422.07,East,10250
2023-08-05,1023,Electronics,8,726.86,East,10373
2023-08-03,1031,Books,4,975.48,South,10495
2023-03-02,1002,Furniture,2,452.38,West,10037
